Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Variant Image,Variant Weight Unit,Variant Harmonized System Code,Variant Country of Origin
"fk-2122","Kromatic Lavender Metal Flake","<p>FKK08 Kromatic Lavender Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","kromatic-lavender-metal-flake-1","500","shopify","50","deny","manual","151.90","","TRUE","TRUE","","assets/images/flakes/fk-2122.jpg","1","","g","3926.90.97","GB"
"fk-2122","Kromatic Lavender Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","kromatic-lavender-metal-flake-2","500","shopify","50","deny","manual","17.38","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2122","Kromatic Lavender Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","kromatic-lavender-metal-flake-3","500","shopify","50","deny","manual","6.21","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2111","Kromatic Bubble Gum Metal Flake","<p>FKK11 Kromatic Bubble Gum Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","kromatic-bubble-gum-metal-flake-1","500","shopify","50","deny","manual","151.90","","TRUE","TRUE","","assets/images/flakes/fk-2111.jpg","1","","g","3926.90.97","GB"
"fk-2111","Kromatic Bubble Gum Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","kromatic-bubble-gum-metal-flake-2","500","shopify","50","deny","manual","17.38","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2111","Kromatic Bubble Gum Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","kromatic-bubble-gum-metal-flake-3","500","shopify","50","deny","manual","6.21","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2104","Candy Pink Metal Flake","<p>FKS12 Candy Pink Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-pink-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2104.jpg","1","","g","3926.90.97","GB"
"fk-2104","Candy Pink Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-pink-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2104","Candy Pink Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-pink-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2097","Fire Purple Metal Flake","<p>FKM25 Fire Purple Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","fire-purple-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2097.jpg","1","","g","3926.90.97","GB"
"fk-2097","Fire Purple Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","fire-purple-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2097","Fire Purple Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","fire-purple-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2090","Kromatic Volcano Red Metal Flake","<p>FKK05 Kromatic Volcano Red Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","kromatic-volcano-red-metal-flake-1","500","shopify","50","deny","manual","151.90","","TRUE","TRUE","","assets/images/flakes/fk-2090.jpg","1","","g","3926.90.97","GB"
"fk-2090","Kromatic Volcano Red Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","kromatic-volcano-red-metal-flake-2","500","shopify","50","deny","manual","17.38","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2090","Kromatic Volcano Red Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","kromatic-volcano-red-metal-flake-3","500","shopify","50","deny","manual","6.21","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2080","Candy Bright Red Metal Flake","<p>FKS10 Candy Bright Red Metal Flake. Available in .004′, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-bright-red-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2080.jpg","1","","g","3926.90.97","GB"
"fk-2080","Candy Bright Red Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-bright-red-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2080","Candy Bright Red Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-bright-red-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2070","Candy Apple Red Metal Flake","<p>FKS09 Candy Apple Red Metal Flake. Available in .004′, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-apple-red-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2070.jpg","1","","g","3926.90.97","GB"
"fk-2070","Candy Apple Red Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-apple-red-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2070","Candy Apple Red Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-apple-red-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2060","Candy Tangy Orange Metal Flake","<p>FKS08 Candy Tangy Orange Metal Flake. Available in .004′, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-tangy-orange-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2060.jpg","1","","g","3926.90.97","GB"
"fk-2060","Candy Tangy Orange Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-tangy-orange-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2060","Candy Tangy Orange Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-tangy-orange-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2053","Fizzy Green Metal Flake","<p>FKM23 Fizzy Green Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","fizzy-green-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2053.jpg","1","","g","3926.90.97","GB"
"fk-2053","Fizzy Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","fizzy-green-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2053","Fizzy Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","fizzy-green-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2043","Candy Extreme Yellow Metal Flake","<p>FKS07 Candy Extreme Yellow Metal Flake. Available in .004′, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-extreme-yellow-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2043.jpg","1","","g","3926.90.97","GB"
"fk-2043","Candy Extreme Yellow Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-extreme-yellow-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2043","Candy Extreme Yellow Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-extreme-yellow-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2036","Nevada Sands Metal Flake","<p>FKS06 Nevada Sands Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","nevada-sands-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2036.jpg","1","","g","3926.90.97","GB"
"fk-2036","Nevada Sands Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","nevada-sands-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2036","Nevada Sands Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","nevada-sands-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2029","Kromatic Copper Head Metal Flake","<p>FKK03 Kromatic Copper Head Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","kromatic-copper-head-metal-flake-1","500","shopify","50","deny","manual","151.90","","TRUE","TRUE","","assets/images/flakes/fk-2029.jpg","1","","g","3926.90.97","GB"
"fk-2029","Kromatic Copper Head Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","kromatic-copper-head-metal-flake-2","500","shopify","50","deny","manual","17.38","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2029","Kromatic Copper Head Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","kromatic-copper-head-metal-flake-3","500","shopify","50","deny","manual","6.21","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2022","Candy Copper Head Metal Flake","<p>FKS05 Candy Copper Head Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-copper-head-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2022.jpg","1","","g","3926.90.97","GB"
"fk-2022","Candy Copper Head Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-copper-head-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2022","Candy Copper Head Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-copper-head-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2015","Candy Righteous Gold Metal Flake","<p>FKS04 Candy Righteous Gold Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-righteous-gold-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2015.jpg","1","","g","3926.90.97","GB"
"fk-2015","Candy Righteous Gold Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-righteous-gold-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2015","Candy Righteous Gold Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-righteous-gold-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2005","Candy Sovereign Gold Metal Flake","<p>FKS03 Sovereign Gold Metal Flake. Available in .004″, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-sovereign-gold-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2005.jpg","1","","g","3926.90.97","GB"
"fk-2005","Candy Sovereign Gold Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-sovereign-gold-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2005","Candy Sovereign Gold Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-sovereign-gold-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
